New_name	Bin	ID	Sample	Subject	SNP_new	SNP_y_n	Abundance_v3	Growth_rate	Growth_rate2	GC	N50	Size	N_size	Bin_depth	Ndepth	Log2_depth	Culture_or_Unculture	New_species	Final_tax	Turst_tax	SpecI_id1	SpecI_id2	SpecI_tax	Pretein_get_annontation	Pretein_get_annontation_full_length	Protein_genus	Proteinsame_genus_num	Pretein_species	pretein_same_species_num	Protein_average_id	top_tax_name	nt_top_ant_length_percent	contig_num	ant_contig_num	all_tax_num	GTDBTK_ant	GTDBTK_ant_ani	protein_num	get_ko_num	ko_num	get_cazy_num	cazy_num	Domain	Phylum	Class	Order	Family	Genus	Species	lineage_final_tax
YB37_bin171	YB37_bin.sin171.strict	YB37.M029	YB37	Y37	3.917237734	N	Low	1.66	Medium	0.275	14770	2009944	2416814.766	11.37419086	7.414015276	2.890255088	Y	N	Romboutsia ilealis 	s	UNASSINGED	85.30308799	[Clostridium] difficile	2121	1625	1366	Romboutsia	Romboutsia ilealis 	1262	88.92	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia ilealis	0.775588275	439	199	51	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis	98.27	2172	1182	909	49	28	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Peptostreptococcaceae	g_Romboutsia	s_Romboutsia ilealis	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia ilealis
F1900372.47	F1900372.17	HC372.M047	F1900372	F1900372	3.692514267	N	Low	1.18	Low	0.48	24900	2012608	2088634.288	9.831730004	0.531190414	-0.912698983	N	Y	Clostridiales	NA	UNASSINGED	-	-	1971	1881	1723	Firmicutes	Firmicutes bacterium CAG:145 	894	72.07	Unclassified	0	99	0	0			1959	1157	941			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_	g_	s_	
F1900186.48	F1900186.48	ES186.M048	F1900186	F1900186	3.667481663	N	Low	1.45	Medium	0.607	18149	1682584	1824453.505	8.053238255	1.475924332	0.561618759	Y	N	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis	NA	FOUND	967	Bifidobacterium animalis	1463	1341	1141	Bifidobacterium	Bifidobacterium animalis subsp. lactis (strain BB-12) 	893	98.42	k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium animalis	0.997434303	133	133	2			1470	988	776			d_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Actinomycetales	f_Bifidobacteriaceae	g_Bifidobacterium	s_Bifidobacterium animalis	
F1900372.86	F1900372.94	HC372.M086	F1900372	F1900372	3.623188406	N	Low	1.47	Medium	0.519	7237	1941915	2224568.699	9.671599999	0.522538882	-0.936389703	N	N	Ruminococcaceae	NA	UNASSINGED	-	-	2058	2003	1566	Ruminococcaceae	Ruminococcaceae bacterium 	934	97.48	k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Rothia;s_Rothia dentocariosa	0.013693184	330	14	6			2036	1041	810			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_	s_Ruminococcaceae	
F1900313.41	F1900313.41	HC313.M041	F1900313	F1900313	3.193754436	N	Low	1.5	Medium	0.591	15877	2333341	2541488.945	8.014589826	4.799525092	2.26289166	N	Y	Ruminococcaceae	NA	UNASSINGED	-	-	2305	2182	1884	Ruminococcaceae	Ruminococcaceae bacterium 	1160	84.85	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruthenibacterium;s_Ruthenibacterium lactatiformans	0.038961301	217	22	3			2283	1197	901			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_	s_	
YA37_bin.23	YA37_bin.23.permissive_filtered2000	YA37.M046	YA37	Y37	3.094807745	N	Low	1.5	Medium	0.433	32589	2940979	3203785.527	10.42942935	4.452108012	2.154488594	Y	N	Barnesiella intestinihominis YIT 11860 	s	UNASSINGED	-	-	2363	2144	911	Barnesiella	Barnesiella intestinihominis YIT 11860 	899	97.85	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola	0.110026967	105	18	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.3	2434	1215	964	146	67	d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Barnesiellaceae	g_Barnesiella	s_Barnesiella intestinihominis YIT 11860	d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella intestinihominis YIT 11860
F1900186.35	F1900186.35	ES186.M035	F1900186	F1900186	3.012048193	N	Low	1.4	Medium	0.543	13574	2748915	2866110.248	7.858337001	1.440204601	0.526273781	N	Y	Clostridiales	NA	UNASSINGED	-	-	2720	2508	2143	Christensenella	Christensenella minuta 	1035	71.21	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Christensenellaceae;g_Christensenella;s_Christensenella minuta	0.20937679	265	77	2			2691	1488	1068			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_	g_	s_	
F1900372.82	F1900372.101	HC372.M082	F1900372	F1900372	2.76978514	N	Low	1.42	Medium	0.416	10884	4214515	4605624.645	11.82622983	0.638949596	-0.646225967	Y	N	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei	NA	UNASSINGED	1104	Bacteroides dorei/vulgatus	3516	3452	2807	Bacteroides	Bacteroides dorei 	1710	98.9	k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei	0.862594154	515	452	19			3681	1865	1140			d_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	g_Bacteroides	s_Bacteroides dorei	
F1900372.3	F1900372.103	HC372.M003	F1900372	F1900372	2.709242446	N	Low	1.21	Low	0.312	46103	2406709	2303930.654	14.50963686	0.783929177	-0.351204773	N	N	Massiliomicrobiota sp.	NA	UNASSINGED	1271	unnamed Coprobacillus sp. 29_1	2499	2409	2259	Massiliomicrobiota	Massiliomicrobiota sp. An105 	848	94.65	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sporogenes	0.023409976	95	10	7			2524	1257	973			d_Bacteria	p_Firmicutes	c_Erysipelotrichia	o_Erysipelotrichales	f_Erysipelotrichaceae	g_Massiliomicrobiota	s_Massiliomicrobiota sp.	
F1900186.39	F1900186.39	ES186.M039	F1900186	F1900186	2.53164557	N	Low	1.22	Low	0.5	11646	2675527	2808333.071	9.873986911	1.809614601	0.855682475	Y	N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	NA	FOUND	1633	Roseburia hominis	2642	2585	2213	Roseburia	Roseburia hominis 	964	97.34	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia hominis	0.900754879	291	267	1			2604	1561	1124			d_Bacteria	p_Firmicutes	c_Clostridia	o_Lachnospirales	f_Lachnospiraceae	g_Roseburia	s_Roseburia hominis	
YB16_bin.42	YB16_bin.42.permissive_filtered2000	YB16.M039	YB16	Y16	2.461212537	N	Low	1.76	Fast	0.602	13017	2048821	2445068.859	11.65241055	5.278121184	2.400024475	Y	N	Collinsella aerofaciens	s	UNASSINGED	93.73907843	Collinsella aerofaciens	1909	1554	1544	Collinsella	Collinsella aerofaciens 	585	98.65	k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Collinsella aerofaciens	0.965912591	199	190	1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	95.06	1925	1145	906	42	24	d_Bacteria	p_Actinobacteria	c_Coriobacteriia	o_Coriobacteriales	f_Coriobacteriaceae	g_Collinsella	s_Collinsella aerofaciens	d_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Collinsella aerofaciens
F1900313.26	F1900313.26	HC313.M026	F1900313	F1900313	2.433702585	N	Low	1.65	Medium	0.371	35848	2433845	2448363.797	10.11357688	6.056500338	2.598484394	Y	N	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerostipes;s_Anaerostipes hadrus	NA	FOUND	1595	butyrate-producing bacterium	2327	2298	2124	Anaerostipes	Anaerostipes hadrus 	799	98.87	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerostipes;s_Anaerostipes hadrus	0.948117485	121	115	1			2313	1481	1111			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Anaerostipes	s_Anaerostipes hadrus	
F1900372.61	F1900372.78	HC372.M061	F1900372	F1900372	2.432432432	N	Low	1.28	Low	0.601	21943	3794403	3954439.153	10.32894081	0.558053805	-0.841523868	N	Y	Actinobacteria	NA	UNASSINGED	817	Eggerthella lenta	3322	3096	2730	Gordonibacter	Eggerthella sinensis 	325	67.87	k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Gordonibacter;s_Gordonibacter massiliensis	0.018628227	263	35	5			3297	1628	1083			d_Bacteria	p_Actinobacteria	c_	o_	f_	g_	s_	
F1900186.51	F1900186.51	ES186.M051	F1900186	F1900186	2.328711194	N	Low	1.49	Medium	0.462	71581	5304775	5800991.842	11.981427	2.195847072	1.134777583	Y	N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta	NA	UNASSINGED	1617	Blautia hansenii	4926	4801	4513	Blautia	Blautia coccoides 	3700	95.86	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia producta	0.887655744	162	136	6			4860	2603	1427			d_Bacteria	p_Firmicutes	c_Clostridia	o_Lachnospirales	f_Lachnospiraceae	g_Blautia	s_Blautia producta	
F1900313.33	F1900313.33	HC313.M033	F1900313	F1900313	2.303086135	N	Low	1.18	Low	0.47	25535	2885382	3050086.681	9.198291484	5.508383054	2.461628888	N	Y	uncultured Clostridium sp. 	NA	UNASSINGED	1609	Ruminococcus lactaris	2636	2491	2188	uncultured	uncultured Clostridium sp. 	371	70.12	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia producta	0.001767184	176	7	4			2591	1582	1102			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_uncultured Clostridium sp. 	
F1900186.24	F1900186.24	ES186.M024	F1900186	F1900186	2.288465736	N	Low	1.5	Medium	0.55	67543	2565693	2610170.302	15.96109081	2.925203692	1.548537088	N	N	Butyricicoccus sp.	NA	UNASSINGED	-	-	2432	2367	2261	Butyricicoccus	Butyricicoccus sp. OF10-2 	1280	99.09	Unclassified	0	66	0	0			2408	1240	984			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Butyricicoccus	s_Butyricicoccus sp.	
F1900372.55	F1900372.88	HC372.M055	F1900372	F1900372	2.253013405	N	Low	1.4	Medium	0.475	48712	4170831	4271423.012	9.998275268	0.54018855	-0.888465035	N	Y	uncultured Eubacterium sp.	NA	UNASSINGED	-	-	3934	3633	3242	uncultured	uncultured Eubacterium sp. 	690	63.9	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Mordavella;s_Mordavella sp. Marseille-P3756	0.001486035	166	8	6			3899	1952	1295			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Eubacteriaceae	g_Eubacterium	s_uncultured Eubacterium sp.	
F1900372.72	F1900372.32	HC372.M072	F1900372	F1900372	2.205540555	N	Low	1.33	Medium	0.62	86097	2928094	3240440.013	13.45807751	0.727115346	-0.459743851	N	Y	Clostridiales	NA	UNASSINGED	-	-	2717	2549	2425	Ruthenibacterium	Ruthenibacterium lactatiformans 	527	66.09	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruthenibacterium;s_Ruthenibacterium lactatiformans	0.02343948	56	7	2			2667	1396	982			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_	g_	s_Clostridiales	
F1900186.43	F1900186.43	ES186.M043	F1900186	F1900186	2.065262288	N	Low	1.21	Low	0.495	16452	2279440	2427647.905	9.889275767	1.812416603	0.857914612	N	Y	Clostridiales	NA	UNASSINGED	-	-	2325	2166	1850	Clostrles	Clostrles bacterium 	1035	71.5	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_[Clostridium] saccharolyticum	0.002637051	201	4	4			2333	1237	961			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_	g_	s_	
F1900186.42	F1900186.42	ES186.M042	F1900186	F1900186	2.003606492	N	Low	1.56	Medium	0.384	8646	2229201	2375559.202	7.501569514	1.374819497	0.459242217	Y	N	k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus faecium	NA	FOUND	1364	Enterococcus faecium	2417	2390	1873	Enterococcus	Enterococcus faecium 	1415	99.67	k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus faecium	0.994223939	332	331	2			2416	1587	1133			d_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Enterococcaceae	g_Enterococcus	s_s_Enterococcus faecium	
F1900372.85	F1900372.73	HC372.M085	F1900372	F1900372	1.984783328	N	Low	1.4	Medium	0.455	6242	3557064	4117544.103	9.854094958	0.532398752	-0.909420905	Y	N	Emergencia	NA	UNASSINGED	-	-	3816	3735	2900	Emergencia	Emergencia timonensis 	2801	99.63	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales Family XIII. Incertae Sedis;g_Aminipila;s_Aminipila sp. JN-39	0.002184386	649	4	4			3804	1877	1167			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiales	g_Emergencia	s_Emergencia	
F1900186.28	F1900186.28	ES186.M028	F1900186	F1900186	1.913605421	N	Low	1.22	Low	0.414	53205	2544869	2599855.953	18.42804387	3.377324434	1.755880775	N	N	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	NA	FOUND	1593	unnamed Clostridium sp. L2-50	2262	2236	2088	Clostridium	Clostridium sp. AF23-6LB 	638	99.31	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus sp. ART55/1	0.001634662	76	1	1			2232	1257	1003			d_Bacteria	p_Firmicutes	c_Clostridia	o_Lachnospirales	f_Lachnospiraceae	g_Coprococcus	s_	
F1900186.1	F1900186.1	ES186.M001	F1900186	F1900186	1.849161273	N	Low	1.16	Low	0.546	232672	1911557	1909361.235	14.00019302	2.565828164	1.359424555	N	N	Eggerthella sp.	NA	UNASSINGED	817	Eggerthella lenta	1644	1556	1523	Eggerthella	Eggerthella sp. CAG:298 	1023	92.09	Unclassified	0	10	0	0			1628	999	868			d_Bacteria	p_Actinobacteria	c_Coriobacteriia	o_Eggerthellales	f_Eggerthellaceae	g_Eggerthella	s_Eggerthella sp.	
F1900186.40	F1900186.40	ES186.M040	F1900186	F1900186	1.837187203	N	Low	1.21	Low	0.389	16119	2541444	2720245.753	13.60867195	2.494073739	1.31850412	N	N	Clostridium sp.	NA	UNASSINGED	-	-	2301	2238	1974	Clostridium	Clostridium sp. CAG:230 	1243	97.01	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerostipes;s_Anaerostipes hadrus	0.002002798	213	4	4			2284	1248	967			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_	
F1900372.68	F1900372.77	HC372.M068	F1900372	F1900372	1.768132666	N	Low	1.58	Medium	0.361	57033	2337985	2527633.329	15.68913651	0.847655389	-0.238450233	N	N	Eubacterium sp.	NA	UNASSINGED	1627	Eubacterium eligens	2074	2050	1951	Eubacterium	Eubacterium sp. 	1005	99.3	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_[Eubacterium] eligens	0.037138391	71	9	1			2079	1276	1018			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Eubacteriaceae	g_Eubacterium	s_Eubacterium sp.	
F1900372.75	F1900372.23	HC372.M075	F1900372	F1900372	1.745771959	N	Low	1.5	Medium	0.465	19432	1919152	2165596.931	9.780723121	0.528434605	-0.920203149	N	Y	Clostridiales	NA	UNASSINGED	-	-	1974	1842	1644	Anaeromassilibacillus	Ruminococcaceae bacterium 	296	66.27	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Caproiciproducens;s_Caproiciproducens sp. NJN-50	0.003362944	142	1	1			1967	1110	883			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_	g_	s_	
YB37_bin24	YB37_bin.com24	YB37.M028	YB37	Y37	1.56270821	N	Low	1.33	Medium	0.339	70052	2013916	2308477.762	12.62017261	8.226180981	3.040222812	Y	N	Eubacterium ventriosum	s	FOUND	99.29515478	Eubacterium ventriosum	1807	1678	1552	Eubacterium	Eubacterium ventriosum ATCC 27560 	778	95.17	Unclassified	0	27	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	97.98	1848	1010	846	63	28	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Eubacteriaceae	g_Eubacterium	s_Eubacterium ventriosum	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium ventriosum
YA37_bin.72	YA37_bin.72.permissive_filtered2000	YA37.M041	YA37	Y37	1.487506412	N	Low	1.63	Medium	0.565	43613	1892732	2399660.222	12.43124753	5.306642854	2.407799456	Y	N	Bifidobacterium pseudocatenulatum 	s	FOUND	96.75854107	Bifidobacterium catenulatum-Bifidobacterium pseudocatenulatum complex	1541	1414	1372	Bifidobacterium	Bifidobacterium pseudocatenulatum 	632	99.27	k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium pseudocatenulatum	0.917293098	79	77	2	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	97.97	1555	1000	772	81	45	d_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Bifidobacteriales	f_Bifidobacteriaceae	g_Bifidobacterium	s_Bifidobacterium pseudocatenulatum	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium pseudocatenulatum
YB37_bin28	YB37_bin.sin28.permissive_filtered2000	YB37.M032	YB37	Y37	1.484257871	N	Low	1.55	Medium	0.565	28326	2073668	2133403.292	10.48508177	6.834469138	2.772829282	N	Y	Sutterella wadsworthensis	s	UNASSINGED	77.13116434	Sutterella wadsworthensis	1652	1531	1276	Sutterella	Sutterella wadsworthensis 2_1_59BFAA 	637	64.94	Unclassified	0	85	0	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella;s__	78.58	1789	1158	996	18	13	d_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Sutterellaceae	g_Sutterella	s_Sutterella wadsworthensis	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Sutterella;s_Sutterella wadsworthensis
F1900143.22	F1900143.22	ES143.M022	F1900143	F1900143	1.390601949	N	Low	1.3	Low	0.286	11844	3228696	3298121.457	17.35871205	4.592160526	2.199173075	N	N	uncultured Clostridium sp.	NA	FOUND	1533	[Clostridium] bartlettii	3262	3203	2684	uncultured	uncultured Clostridium sp. 	1199	97.01	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides difficile	0.039926336	396	58	11			3269	1665	1189			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_uncultured Clostridium sp.	
F1900313.44	F1900313.44	HC313.M044	F1900313	F1900313	1.380475208	N	Low	1.77	Fast	0.312	24744	2162424	2367937.276	12.57539762	7.530757999	2.912795085	Y	N	k_Bacteria;p_Firmicutes;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae;g_Megamonas;s_Megamonas hypermegale	NA	UNASSINGED	-	-	2108	2080	1914	Megamonas	Megamonas rupellensis 	1364	97.92	k_Bacteria;p_Firmicutes;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae;g_Megamonas;s_Megamonas hypermegale	0.870603545	135	116	4			2080	1415	1132			d_Bacteria	p_Firmicutes	c_Negativicutes	o_Selenomonadales	f_Selenomonadaceae	g_Megamonas	s_Megamonas hypermegale	
F1900372.16	F1900372.50	HC372.M016	F1900372	F1900372	1.38001783	N	Low	1.58	Medium	0.267	23666	2441140	2455183.65	12.80569273	0.691868188	-0.531430887	Y	N	k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium nucleatum	NA	FOUND	1481	unclassified Fusobacterium	2455	2422	2233	Fusobacterium	Fusobacterium sp. CAG:649 	1053	98.43	k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium nucleatum	0.950763168	175	164	6			2503	1354	1062			d_Bacteria	p_Fusobacteria	c_Fusobacteriia	o_Fusobacteriales	f_Fusobacteriaceae	g_Fusobacterium	s_Fusobacterium nucleatum	
F1900186.54	F1900186.54	ES186.M054	F1900186	F1900186	1.263363206	N	Low	1.13	Low	0.307	32779	1979469	2161841.99	16.26505864	2.980912155	1.575753861	N	Y	Clostridium	NA	UNASSINGED	-	-	1952	1626	1473	Clostridium	Firmicutes bacterium 	199	62.42	k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus australis	0.003213993	107	12	10			1946	664	548			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium	
YB16_bin.105	YB16_bin.105.strict	YB16.M040	YB16	Y16	1.08457102	N	Low	1.7	Fast	0.582	8314	2752781	3168997.076	10.9616031	4.965210356	2.31185484	N	N	Clostridiales bacterium	p	UNASSINGED	-	-	2692	1941	1297	Clostrles	Clostrles bacterium 	1291	96.66	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Flavonifractor;s_Flavonifractor plautii	0.000719273	587	73	45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp1	96.94	2763	1293	960	150	65	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_unclassified	g_unclassified	s_Clostridiales bacterium	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unclassified;g_unclassified;s_Clostridiales bacterium
YB37_bin136	YB37_bin.sin136.permissive_filtered2000	YB37.M033	YB37	Y37	0.952913257	N	Low	1.96	Fast	0.599	19392	4121651	4212084.453	9.674716962	6.306250725	2.65678253	Y	N	Bilophila wadsworthia	s	FOUND	97.09	Bilophila wadsworthia	3682	3240	3029	Bilophila	Bilophila wadsworthia 3_1_6 	2539	95.84	k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio piger	0.003264954	239	5	4	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	98.71	3849	2011	1442	53	26	d_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Desulfovibrionales	f_Desulfovibrionaceae	g_Bilophila	s_Bilophila wadsworthia	d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Bilophila;s_Bilophila wadsworthia
F1900143.20	F1900143.20	ES143.M020	F1900143	F1900143	0.841115715	N	Low	1.71	Fast	0.4	13644	1906305	1989360.814	20.53121678	5.431430795	2.441332295	Y	N	Streptococcus salivarius	NA	FOUND	1377	Streptococcus salivarius	1882	1864	1592	Streptococcus	Streptococcus salivarius 	683	98.65	k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus salivarius	0.701634314	201	199	6			1892	1262	1016			d_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Streptococcaceae	g_Streptococcus	s_Streptococcus salivarius	
YB7_bin.2	YB7_bin.2.strict_filtered2500	YB7.M015	YB7	Y7	15.89856022	Y	High	1.1	Low	0.573	70837	1984336	2304955.279	111.2706728	40.988459	5.357145846	Y	N	Faecalibacterium prausnitzii	s	FOUND	99.01964179	Faecalibacterium prausnitzii	1823	1753	580	Faecalibacterium	uncultured Faecalibacterium sp. 	580	98.38	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium prausnitzii	0.882141936	36	31	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	97.36	1810	1083	877	52	26	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Faecalibacterium	s_Faecalibacterium prausnitzii	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium prausnitzii
